chr	start	end	strand	tpm	interquantileWidth	iq_10	iq_90
chr23	37183646	37183646	-	36.10769543	23	37183604	37183657
chr23	37389923	37389923	-	11.47275614	24	37389899	37389975
chr23	39607754	39607754	+	8.2582204	44	39607722	39607766
chr23	42954121	42954121	-	139.74428669	3	42954095	42954308
chr23	44715151	44715151	+	155.30193902	2	44715118	44715259
chr23	45094515	45094515	-	49.10288513	31	45094273	45094552
chr23	45381860	45381860	+	67.38362926	36	45381817	45381908
chr23	45605743	45605743	-	13.22063257	1	45605742	45605743
chr23	46157667	46157667	-	19.0826968	14	46157592	46157749
chr24	450052	450052	+	167.09362737	23	450015	450084
chr24	5797165	5797165	-	13.17785056	33	5797142	5797218
chr24	6016439	6016439	-	7.06786782	48	6016384	6016477
chr24	7450403	7450403	+	40.54455749	23	7450370	7450494
chr24	9065224	9065224	+	5.24225843	40	9065184	9065224
chr24	13177315	13177315	-	144.26712626	12	13177213	13177319
chr24	16763742	16763742	-	27.49318785	29	16763714	16763821
chr24	17528832	17528832	-	11.99230711	23	17528777	17528893
chr24	17688747	17688747	-	19.0268865	25	17688724	17688751
chr24	17691889	17691889	+	9.16330344	23	17691853	17691970
chr24	18835532	18835532	+	11.44199211	21	18835511	18835532
chr24	22230361	22230361	+	16.61892806	43	22230319	22230366
chr24	22285061	22285061	+	8.67849568	57	22285021	22285129
chr24	25439753	25439753	+	10.81417386	11	25439751	25439762
chr24	25612519	25612519	-	13.7664642	23	25612456	25612617
chr24	26197493	26197493	+	11.59463534	40	26197448	26197601
chr24	26431777	26431777	+	20.23735826	25	26431685	26431796
chr24	26590935	26590935	+	7.33210069	23	26590865	26590962
chr24	29366068	29366068	+	10.62509602	13	29366055	29366073
chr24	30793585	30793585	+	25.68175321	32	30793514	30793619
chr24	31452333	31452333	+	21.02422609	26	31452274	31452354
chr24	34525483	34525483	-	21.47181722	1	34525473	34525483
chr24	37693020	37693020	-	5.42282802	50	37692939	37693118
chr24	37814646	37814646	+	23.05926794	40	37814607	37814710
chr24	38839220	38839220	-	89.52948423	23	38839134	38839236
chr24	40607360	40607360	+	19.44375767	37	40607149	40607438
chr24	40681187	40681187	+	43.6145566	1	40681186	40681188
chr24	42088372	42088372	+	64.03655498	45	42088341	42088497
chr24	42252743	42252743	-	159.05007529	8	42252730	42252853
chr24	43809399	43809399	+	18.02624861	13	43809360	43809493
chr24	43859289	43859289	+	5.4069388	43	43859246	43859324
chr25	3403257	3403257	-	52.64151791	30	3403141	3403280
chr25	3581535	3581535	+	9.05825708	34	3581482	3581572
chr25	3949054	3949054	-	113.25255505	35	3949030	3949113
chr25	4311546	4311546	-	15.46495939	31	4311507	4311607
chr25	5627492	5627492	+	15.83674466	3	5627489	5627492
chr25	6351273	6351273	+	56.82043673	4	6351250	6351304
chr25	6476137	6476137	+	11.18709309	51	6476106	6476273
chr25	6576710	6576710	-	156.44315779	19	6576686	6576781
chr25	13126375	13126375	+	93.42120863	44	13126304	13126474
chr25	14109350	14109350	+	18.83836293	22	14109325	14109484
chr25	16344124	16344124	+	13.19789909	57	16344079	16344139
chr25	16909151	16909151	-	16.18119847	31	16908935	16909204
chr25	18349650	18349650	+	28.54376437	38	18349578	18349723
chr25	18412742	18412742	+	43.12651543	55	18412691	18412875
chr25	19454853	19454853	+	231.24746135	44	19454828	19454934
chr25	24500817	24500817	+	26.81378452	42	24500807	24500892
chr25	24844950	24844950	+	14.68458038	28	24844863	24844995
chr25	24971344	24971344	-	15.91121058	43	24971275	24971390
chr25	28611029	28611029	+	18.15057515	36	28610945	28611259
chr25	32510071	32510071	+	16.13569053	27	32510039	32510164
chr25	33734624	33734624	-	32.11221119	39	33734586	33734625
chr25	36033976	36033976	-	25.26159416	25	36033824	36034001
chr25	36202094	36202094	-	166.65965905	2	36201986	36202142
chr25	37373520	37373520	+	131.22237394	6	37373511	37373598
chr25	38148709	38148709	-	35.48193766	18	38148491	38148759
chr25	38250221	38250221	+	23.01553307	18	38250180	38250312
chr25	38339449	38339449	+	55.02644625	26	38339373	38339452
